"Breast_MB","Breast_TCGA and Breast_MB","Breast_TCGA","Lung","Thyroid","Lung and Breast_TCGA and Breast_MB","Lung and Breast_MB","Lung and Breast_TCGA","Thyroid and Breast_TCGA","Thyroid and Breast_MB","Thyroid and Breast_TCGA and Breast_MB","Prostate","Kidney","Thyroid and Lung","Kidney and Breast_TCGA and Breast_MB","Prostate and Breast_MB","Thyroid and Lung and Breast_MB","Prostate and Breast_TCGA and Breast_MB","Kidney and Thyroid and Breast_TCGA and Breast_MB","Kidney and Thyroid and Breast_TCGA","Lung and Thyroid and Breast_TCGA and Breast_MB","Prostate and Lung","Prostate and Breast_TCGA","Lung and Thyroid and Breast_TCGA","Kidney and Breast_MB","Lung and Prostate and Breast_TCGA and Breast_MB"
"IQCG","MANSC1","NCAPH","","","","","","","","","","","","","","","","","","","","","","",""
"IRAK1","MAP2K4","NDUFAF6","","","","","","","","","","","","","","","","","","","","","","",""
"IRX2","MAP7","NDUFB1","","","","","","","","","","","","","","","","","","","","","","",""
"IRX4","MAPK8IP3","NEAT1","","","","","","","","","","","","","","","","","","","","","","",""
"IRX5","MAPRE2","NECAB1","","","","","","","","","","","","","","","","","","","","","","",""
"ISG20","MARC2","NEIL3","","","","","","","","","","","","","","","","","","","","","","",""
"ISG20L2","MARCKS","NEK4","","","","","","","","","","","","","","","","","","","","","","",""
"ITGB1BP1","MARCKSL1","NELFCD","","","","","","","","","","","","","","","","","","","","","","",""
"ITGB2","MAT2A","NFATC3","","","","","","","","","","","","","","","","","","","","","","",""
"ITGB4","MATK","NGFR","","","","","","","","","","","","","","","","","","","","","","",""
"ITGB5","MATN2","NHLRC4","","","","","","","","","","","","","","","","","","","","","","",""
"ITGB7","MB","NID1","","","","","","","","","","","","","","","","","","","","","","",""
"ITPK1","MB21D2","NID2","","","","","","","","","","","","","","","","","","","","","","",""
"IVD","MCCC1","NIM1K","","","","","","","","","","","","","","","","","","","","","","",""
"JAKMIP3","MCM10","NIPAL1","","","","","","","","","","","","","","","","","","","","","","",""
"JMJD7-PLA2G4B","MCM2","NIPAL4","","","","","","","","","","","","","","","","","","","","","","",""
"JSRP1","MCM6","NKX2-2","","","","","","","","","","","","","","","","","","","","","","",""
"JUND","MCM7","NLK","","","","","","","","","","","","","","","","","","","","","","",""
"JUP","MEIS3P1","NOB1","","","","","","","","","","","","","","","","","","","","","","",""
"KANSL3","MELK","NOL4","","","","","","","","","","","","","","","","","","","","","","",""
"KAT2A","MEMO1","NOTCH3","","","","","","","","","","","","","","","","","","","","","","",""
"KAT6A","METAP1","NPAS3","","","","","","","","","","","","","","","","","","","","","","",""
"KAT6B","METRN","NPM2","","","","","","","","","","","","","","","","","","","","","","",""
"KAZALD1","MEX3B","NPR2","","","","","","","","","","","","","","","","","","","","","","",""
"KCNJ2","MFAP2","NRDC","","","","","","","","","","","","","","","","","","","","","","",""
"KCNK1","MFGE8","NRG1","","","","","","","","","","","","","","","","","","","","","","",""
"KCNK6","MFSD5","NRG2","","","","","","","","","","","","","","","","","","","","","","",""
"KCNMA1","MFSD7","NRIP2","","","","","","","","","","","","","","","","","","","","","","",""
"KCNMB4","MGST2","NRM","","","","","","","","","","","","","","","","","","","","","","",""
"KCTD14","MIA","NRP2","","","","","","","","","","","","","","","","","","","","","","",""
"KCTD3","MIA3","NTRK3","","","","","","","","","","","","","","","","","","","","","","",""
"KCTD5","MICALL1","NUDT13","","","","","","","","","","","","","","","","","","","","","","",""
"KDELR2","MID1","NUDT21","","","","","","","","","","","","","","","","","","","","","","",""
"KDELR3","MIR99AHG","NUP107","","","","","","","","","","","","","","","","","","","","","","",""
"KDM4B","MLKL","NUP43","","","","","","","","","","","","","","","","","","","","","","",""
"KIAA0040","MLLT11","NUP62","","","","","","","","","","","","","","","","","","","","","","",""
"KIAA0232","MLPH","OAZ3","","","","","","","","","","","","","","","","","","","","","","",""
"KIAA0319L","MME","OCA2","","","","","","","","","","","","","","","","","","","","","","",""
"KIAA1324","MMEL1","OCRL","","","","","","","","","","","","","","","","","","","","","","",""
"KIAA1324L","MMP10","OGFOD1","","","","","","","","","","","","","","","","","","","","","","",""
"KIAA1522","MMP3","OLFM2","","","","","","","","","","","","","","","","","","","","","","",""
"KIAA2013","MMP7","ORC1","","","","","","","","","","","","","","","","","","","","","","",""
"KIF12","MOAP1","OSBPL9","","","","","","","","","","","","","","","","","","","","","","",""
"KIF16B","MPP6","OTX1","","","","","","","","","","","","","","","","","","","","","","",""
"KIF1A","MPZL1","OVGP1","","","","","","","","","","","","","","","","","","","","","","",""
"KIF1BP","MRAP2","OXCT1","","","","","","","","","","","","","","","","","","","","","","",""
"KIF3B","MRAS","P2RY14","","","","","","","","","","","","","","","","","","","","","","",""
"KIF5C","MRPL37","PABPC3","","","","","","","","","","","","","","","","","","","","","","",""
"KIR2DL3","MRPL53","PADI2","","","","","","","","","","","","","","","","","","","","","","",""
"KIR2DL4","MRPS30","PAK3","","","","","","","","","","","","","","","","","","","","","","",""
"KISS1R","MRPS36","PAK7","","","","","","","","","","","","","","","","","","","","","","",""
"KITLG","MSANTD3","PALM2","","","","","","","","","","","","","","","","","","","","","","",""
"KLF11","MSI2","PALM2-AKAP2","","","","","","","","","","","","","","","","","","","","","","",""
"KLHDC3","MSRB3","PAPPA","","","","","","","","","","","","","","","","","","","","","","",""
"KLHL24","MT1X","PARD3","","","","","","","","","","","","","","","","","","","","","","",""
"KLHL35","MTAP","PATL1","","","","","","","","","","","","","","","","","","","","","","",""
"KLHL6","MTHFD1L","PAX8","","","","","","","","","","","","","","","","","","","","","","",""
"KLK11","MTMR2","PCDH1","","","","","","","","","","","","","","","","","","","","","","",""
"KPNA4","MUC16","PCDH7","","","","","","","","","","","","","","","","","","","","","","",""
"KRT18P55","MUC20","PCDH8","","","","","","","","","","","","","","","","","","","","","","",""
"KRT23","MX2","PCDHGA11","","","","","","","","","","","","","","","","","","","","","","",""
"KRT6A","MXRA5","PCDHGB4","","","","","","","","","","","","","","","","","","","","","","",""
"KRT8","MXRA7","PCDHGB6","","","","","","","","","","","","","","","","","","","","","","",""
"KRT86","MYBPC1","PCDHGB7","","","","","","","","","","","","","","","","","","","","","","",""
"KYNU","MYC","PCSK9","","","","","","","","","","","","","","","","","","","","","","",""
"L3HYPDH","MYEOV","PCYT1B","","","","","","","","","","","","","","","","","","","","","","",""
"LAG3","MYH11","PDE1B","","","","","","","","","","","","","","","","","","","","","","",""
"LALBA","MYL12A","PDE1C","","","","","","","","","","","","","","","","","","","","","","",""
"LAMA3","MYL5","PDE4A","","","","","","","","","","","","","","","","","","","","","","",""
"LAMA5","MYL7","PDE4DIP","","","","","","","","","","","","","","","","","","","","","","",""
"LAMB2","MYLK","PDLIM4","","","","","","","","","","","","","","","","","","","","","","",""
"LAMP2","MYO6","PDP1","","","","","","","","","","","","","","","","","","","","","","",""
"LANCL1","MZB1","PDZRN3","","","","","","","","","","","","","","","","","","","","","","",""
"LAPTM4B","NAA38","PEAK1","","","","","","","","","","","","","","","","","","","","","","",""
"LAX1","NABP1","PECR","","","","","","","","","","","","","","","","","","","","","","",""
"LBP","NAE1","PELI2","","","","","","","","","","","","","","","","","","","","","","",""
"LCMT2","NAGLU","PELI3","","","","","","","","","","","","","","","","","","","","","","",""
"LCN12","NAPA","PEX11G","","","","","","","","","","","","","","","","","","","","","","",""
"LCN2","NAT1","PEX2","","","","","","","","","","","","","","","","","","","","","","",""
"LCT","NCAPD2","PEX3","","","","","","","","","","","","","","","","","","","","","","",""
"LDLRAD3","NCAPG","PEX5L","","","","","","","","","","","","","","","","","","","","","","",""
"LEO1","NCCRP1","PFDN4","","","","","","","","","","","","","","","","","","","","","","",""
"LETMD1","NCEH1","PFKFB1","","","","","","","","","","","","","","","","","","","","","","",""
"LFNG","NCK1","PFKM","","","","","","","","","","","","","","","","","","","","","","",""
"LGALS1","NCS1","PGAM2","","","","","","","","","","","","","","","","","","","","","","",""
"LGALS3","NDC80","PGGT1B","","","","","","","","","","","","","","","","","","","","","","",""
"LGALSL","NDFIP1","PGPEP1","","","","","","","","","","","","","","","","","","","","","","",""
"LGMN","NDN","PGS1","","","","","","","","","","","","","","","","","","","","","","",""
"LHFPL2","NDP","PHACTR4","","","","","","","","","","","","","","","","","","","","","","",""
"LILRA5","NDRG4","PHC2","","","","","","","","","","","","","","","","","","","","","","",""
"LIME1","NDUFA7","PHLDB1","","","","","","","","","","","","","","","","","","","","","","",""
"LIMS1","NDUFAF3","PHLPP1","","","","","","","","","","","","","","","","","","","","","","",""
"LINC00152","NDUFB10","PHYHIPL","","","","","","","","","","","","","","","","","","","","","","",""
"LINC00174","NDUFS5","PIANP","","","","","","","","","","","","","","","","","","","","","","",""
"LINC00324","NECAB3","PIFO","","","","","","","","","","","","","","","","","","","","","","",""
"LINC00937","NEK11","PIK3C2G","","","","","","","","","","","","","","","","","","","","","","",""
"LINC00998","NES","PIK3CA","","","","","","","","","","","","","","","","","","","","","","",""
"LINC01341","NETO2","PIWIL4","","","","","","","","","","","","","","","","","","","","","","",""
"LMLN","NEU1","PKHD1L1","","","","","","","","","","","","","","","","","","","","","","",""
"LMTK3","NEXN","PLA2G12A","","","","","","","","","","","","","","","","","","","","","","",""
"LOC113230","NFIB","PLA2G4A","","","","","","","","","","","","","","","","","","","","","","",""
"LOC146880","NFIL3","PLAC4","","","","","","","","","","","","","","","","","","","","","","",""
"LOC153684","NICN1","PLCB4","","","","","","","","","","","","","","","","","","","","","","",""
"LOC402644","NINJ2","PLCXD2","","","","","","","","","","","","","","","","","","","","","","",""
"LOC606724","NIP7","PLEKHA4","","","","","","","","","","","","","","","","","","","","","","",""
"LOC613037","NKD2","PLEKHM3","","","","","","","","","","","","","","","","","","","","","","",""
"LOC728554","NKIRAS1","PLK1","","","","","","","","","","","","","","","","","","","","","","",""
"LOC93622","NKX3-1","PLP2","","","","","","","","","","","","","","","","","","","","","","",""
"LONP2","NMI","PLPPR1","","","","","","","","","","","","","","","","","","","","","","",""
"LONRF2","NMRAL1","PLXDC1","","","","","","","","","","","","","","","","","","","","","","",""
"LPXN","NMT2","PLXNA4","","","","","","","","","","","","","","","","","","","","","","",""
"LRBA","NMU","PML","","","","","","","","","","","","","","","","","","","","","","",""
"LRFN2","NNMT","PNMAL1","","","","","","","","","","","","","","","","","","","","","","",""
"LRFN4","NOL11","PNPLA3","","","","","","","","","","","","","","","","","","","","","","",""
"LRG1","NOP2","POLD3","","","","","","","","","","","","","","","","","","","","","","",""
"LRRN2","NOSTRIN","POLG","","","","","","","","","","","","","","","","","","","","","","",""
"LSM2","NOTCH1","POLR3G","","","","","","","","","","","","","","","","","","","","","","",""
"LSM5","NOVA1","PPARA","","","","","","","","","","","","","","","","","","","","","","",""
"LTBR","NPAS1","PPIB","","","","","","","","","","","","","","","","","","","","","","",""
"LUM","NPM3","PPM1D","","","","","","","","","","","","","","","","","","","","","","",""
"LXN","NPNT","PPM1K","","","","","","","","","","","","","","","","","","","","","","",""
"LY6E","NPRL2","PPM1L","","","","","","","","","","","","","","","","","","","","","","",""
"LY96","NRAS","PPP1R12B","","","","","","","","","","","","","","","","","","","","","","",""
"LYAR","NREP","PPP1R3E","","","","","","","","","","","","","","","","","","","","","","",""
"LYN","NRP1","PPP3CA","","","","","","","","","","","","","","","","","","","","","","",""
"LYPD3","NRXN2","PRCP","","","","","","","","","","","","","","","","","","","","","","",""
"LYPD6","NSG1","PRIM2","","","","","","","","","","","","","","","","","","","","","","",""
"LYPD6B","NSMCE1","PRIMA1","","","","","","","","","","","","","","","","","","","","","","",""
"LYSMD4","NSUN7","PRKAR1B","","","","","","","","","","","","","","","","","","","","","","",""
"MAATS1","NT5C2","PRKCQ","","","","","","","","","","","","","","","","","","","","","","",""
"MAD2L2","NT5DC2","PRKD3","","","","","","","","","","","","","","","","","","","","","","",""
"MADD","NT5DC3","PRMT8","","","","","","","","","","","","","","","","","","","","","","",""
"MAFB","NUBP1","PROX1","","","","","","","","","","","","","","","","","","","","","","",""
"MAGEE1","NUCB2","PRPF38A","","","","","","","","","","","","","","","","","","","","","","",""
"MAGT1","NUDT11","PRR15","","","","","","","","","","","","","","","","","","","","","","",""
"MAN1C1","NUDT16L1","PRR5L","","","","","","","","","","","","","","","","","","","","","","",""
"MAN2B2","NUDT18","PRSS8","","","","","","","","","","","","","","","","","","","","","","",""
"MANBAL","NUDT6","PTBP2","","","","","","","","","","","","","","","","","","","","","","",""
"MAOA","NUP160","PTCH1","","","","","","","","","","","","","","","","","","","","","","",""
"MAP2K7","NUP93","PTCH2","","","","","","","","","","","","","","","","","","","","","","",""
"MAP3K6","NUPR1","PTCHD2","","","","","","","","","","","","","","","","","","","","","","",""
"MAP3K8","NUSAP1","PTGES","","","","","","","","","","","","","","","","","","","","","","",""
"MAP4K1","NXN","PTGFRN","","","","","","","","","","","","","","","","","","","","","","",""
"MAPK1","OCEL1","PTPN14","","","","","","","","","","","","","","","","","","","","","","",""
"MAPK3","ODAM","PTPN22","","","","","","","","","","","","","","","","","","","","","","",""
"MAPK8IP1","ODF2L","PTPRZ1","","","","","","","","","","","","","","","","","","","","","","",""
"MAPK8IP2","OLFM4","PTX3","","","","","","","","","","","","","","","","","","","","","","",""
"MAPRE3","OLFML1","PVR","","","","","","","","","","","","","","","","","","","","","","",""
"MAPT","OPN3","PVRL1","","","","","","","","","","","","","","","","","","","","","","",""
"MARCH3","OPTN","PXDNL","","","","","","","","","","","","","","","","","","","","","","",""
"MARCH6","ORAI3","QKI","","","","","","","","","","","","","","","","","","","","","","",""
"MARCO","OSBPL10","QRFPR","","","","","","","","","","","","","","","","","","","","","","",""
"MARVELD2","OSBPL3","QRICH2","","","","","","","","","","","","","","","","","","","","","","",""
"MAST4","OSR1","QSER1","","","","","","","","","","","","","","","","","","","","","","",""
"MATN3","OXTR","R3HDM1","","","","","","","","","","","","","","","","","","","","","","",""
"MBD6","P2RX4","RAB27B","","","","","","","","","","","","","","","","","","","","","","",""
"MBNL2","P3H1","RAB6B","","","","","","","","","","","","","","","","","","","","","","",""
"MBOAT2","P3H2","RABAC1","","","","","","","","","","","","","","","","","","","","","","",""
"MBP","P4HTM","RABEP2","","","","","","","","","","","","","","","","","","","","","","",""
"MCCC2","PABPC1","RABL3","","","","","","","","","","","","","","","","","","","","","","",""
"MCOLN2","PABPC4","RAD51","","","","","","","","","","","","","","","","","","","","","","",""
"MDK","PAK1IP1","RAET1E","","","","","","","","","","","","","","","","","","","","","","",""
"MDP1","PAK6","RAN","","","","","","","","","","","","","","","","","","","","","","",""
"ME2","PAMR1","RAP1GAP2","","","","","","","","","","","","","","","","","","","","","","",""
"MED13L","PAPLN","RAP2B","","","","","","","","","","","","","","","","","","","","","","",""
"MED16","PAPSS1","RAPGEFL1","","","","","","","","","","","","","","","","","","","","","","",""
"MED29","PAQR3","RARB","","","","","","","","","","","","","","","","","","","","","","",""
"MED30","PARD6G","RASA3","","","","","","","","","","","","","","","","","","","","","","",""
"MED8","PARM1","RASAL2","","","","","","","","","","","","","","","","","","","","","","",""
"MEF2D","PARP3","RASGEF1C","","","","","","","","","","","","","","","","","","","","","","",""
"MEG3","PARP4","RASGRF1","","","","","","","","","","","","","","","","","","","","","","",""
"MEIS1","PARPBP","RASGRP3","","","","","","","","","","","","","","","","","","","","","","",""
"MEIS3","PCBD2","RASL12","","","","","","","","","","","","","","","","","","","","","","",""
"MEOX1","PCDH18","RASSF9","","","","","","","","","","","","","","","","","","","","","","",""
"METTL25","PCMTD1","RAVER2","","","","","","","","","","","","","","","","","","","","","","",""
"MFSD11","PCP2","RBBP4","","","","","","","","","","","","","","","","","","","","","","",""
"MFSD3","PCSK4","RBBP7","","","","","","","","","","","","","","","","","","","","","","",""
"MFSD6","PCSK5","RBL1","","","","","","","","","","","","","","","","","","","","","","",""
"MGC72080","PDCD2L","RBM17","","","","","","","","","","","","","","","","","","","","","","",""
"MGMT","PDE5A","RBMS3","","","","","","","","","","","","","","","","","","","","","","",""
"MGST1","PDE7A","RCCD1","","","","","","","","","","","","","","","","","","","","","","",""
"MICALCL","PDE7B","RCN2","","","","","","","","","","","","","","","","","","","","","","",""
"MICALL2","PDE9A","REC8","","","","","","","","","","","","","","","","","","","","","","",""
"MIDN","PDGFRA","REM1","","","","","","","","","","","","","","","","","","","","","","",""
"MKL2","PDGFRB","RGS1","","","","","","","","","","","","","","","","","","","","","","",""
"MLH1","PDGFRL","RHOF","","","","","","","","","","","","","","","","","","","","","","",""
"MLST8","PDHB","RIBC1","","","","","","","","","","","","","","","","","","","","","","",""
"MMD","PDPK1","RIMBP3","","","","","","","","","","","","","","","","","","","","","","",""
"MMP12","PDPN","RIMS1","","","","","","","","","","","","","","","","","","","","","","",""
"MMP23B","PDSS1","RIN3","","","","","","","","","","","","","","","","","","","","","","",""
"MMP9","PDXDC1","RIOK1","","","","","","","","","","","","","","","","","","","","","","",""
"MN1","PEBP4","RLF","","","","","","","","","","","","","","","","","","","","","","",""
"MOCS1","PEG10","RLTPR","","","","","","","","","","","","","","","","","","","","","","",""
"MPHOSPH6","PEX19","RNASE7","","","","","","","","","","","","","","","","","","","","","","",""
"MPI","PEX7","RNF122","","","","","","","","","","","","","","","","","","","","","","",""
"MPP2","PFN2","RNF138","","","","","","","","","","","","","","","","","","","","","","",""
"MPRIP","PGRMC2","RNF180","","","","","","","","","","","","","","","","","","","","","","",""
"MRFAP1L1","PHF19","RNF212","","","","","","","","","","","","","","","","","","","","","","",""
"MRPL11","PHF7","ROBO1","","","","","","","","","","","","","","","","","","","","","","",""
"MRPL24","PHLDA1","ROCK2","","","","","","","","","","","","","","","","","","","","","","",""
"MRPL36","PHOSPHO2","ROPN1B","","","","","","","","","","","","","","","","","","","","","","",""
"MRPL43","PID1","RP1","","","","","","","","","","","","","","","","","","","","","","",""
"MRPL50","PIGH","RPA3","","","","","","","","","","","","","","","","","","","","","","",""
"MRPL51","PIGQ","RPL27A","","","","","","","","","","","","","","","","","","","","","","",""
"MRPL55","PIGT","RPL38","","","","","","","","","","","","","","","","","","","","","","",""
"MRPS17","PIK3CD","RPS19","","","","","","","","","","","","","","","","","","","","","","",""
"MRPS18B","PIM1","RPS6KA3","","","","","","","","","","","","","","","","","","","","","","",""
"MRPS27","PIP","RPS6KL1","","","","","","","","","","","","","","","","","","","","","","",""
"MRPS6","PISD","RRAGB","","","","","","","","","","","","","","","","","","","","","","",""
"MS4A14","PITPNC1","RRM2","","","","","","","","","","","","","","","","","","","","","","",""
"MSANTD4","PJA2","RRP1B","","","","","","","","","","","","","","","","","","","","","","",""
"MSH3","PKD2","RSPO3","","","","","","","","","","","","","","","","","","","","","","",""
"MSL3","PKIA","RTKN2","","","","","","","","","","","","","","","","","","","","","","",""
"MSLN","PKIB","RUNX1","","","","","","","","","","","","","","","","","","","","","","",""
"MST1","PKP1","RUNX2","","","","","","","","","","","","","","","","","","","","","","",""
"MST1R","PLA2G4F","RYR3","","","","","","","","","","","","","","","","","","","","","","",""
"MSX1","PLAC8","S100A2","","","","","","","","","","","","","","","","","","","","","","",""
"MT1A","PLAGL1","S100B","","","","","","","","","","","","","","","","","","","","","","",""
"MT1E","PLCD4","S1PR2","","","","","","","","","","","","","","","","","","","","","","",""
"MT1F","PLCG2","S1PR5","","","","","","","","","","","","","","","","","","","","","","",""
"MT1IP","PLD1","SAAL1","","","","","","","","","","","","","","","","","","","","","","",""
"MT1M","PLEKHF2","SACS","","","","","","","","","","","","","","","","","","","","","","",""
"MT2A","PLEKHG1","SALL1","","","","","","","","","","","","","","","","","","","","","","",""
"MTDH","PLOD2","SATB1","","","","","","","","","","","","","","","","","","","","","","",""
"MTFR1","PLPP3","SCLT1","","","","","","","","","","","","","","","","","","","","","","",""
"MTHFD2","PLPPR2","SCML2","","","","","","","","","","","","","","","","","","","","","","",""
"MTL5","PLS3","SCML4","","","","","","","","","","","","","","","","","","","","","","",""
"MTSS1","PLSCR1","SCN4B","","","","","","","","","","","","","","","","","","","","","","",""
"MTUS1","PLSCR3","SCN9A","","","","","","","","","","","","","","","","","","","","","","",""
"MUC1","PLXDC2","SCUBE1","","","","","","","","","","","","","","","","","","","","","","",""
"MUCL1","PM20D2","SDPR","","","","","","","","","","","","","","","","","","","","","","",""
"MUM1","PNMT","SEC14L1","","","","","","","","","","","","","","","","","","","","","","",""
"MX1","PNP","SEC23A","","","","","","","","","","","","","","","","","","","","","","",""
"MYB","PNPLA4","SEMA3D","","","","","","","","","","","","","","","","","","","","","","",""
"MYCN","PNPLA7","SEMA5A","","","","","","","","","","","","","","","","","","","","","","",""
"MYLIP","PODXL","SEMA7A","","","","","","","","","","","","","","","","","","","","","","",""
"MYO10","POLB","SEPHS2","","","","","","","","","","","","","","","","","","","","","","",""
"MYO1B","POLD4","SEPT4","","","","","","","","","","","","","","","","","","","","","","",""
"MYO1C","POLN","SERBP1","","","","","","","","","","","","","","","","","","","","","","",""
"MYO3B","POLQ","SETD9","","","","","","","","","","","","","","","","","","","","","","",""
"MYO5C","POLR1E","SF3A3","","","","","","","","","","","","","","","","","","","","","","",""
"MYOZ3","POLR3K","SFI1","","","","","","","","","","","","","","","","","","","","","","",""
"MYRIP","POP1","SFMBT1","","","","","","","","","","","","","","","","","","","","","","",""
"MYT1","POSTN","SFPQ","","","","","","","","","","","","","","","","","","","","","","",""
"MZF1","POU2AF1","SFT2D2","","","","","","","","","","","","","","","","","","","","","","",""
"NABP2","PPARGC1A","SGCD","","","","","","","","","","","","","","","","","","","","","","",""
"NAMPT","PPM1G","SGIP1","","","","","","","","","","","","","","","","","","","","","","",""
"NAPB","PPM1J","SGOL1","","","","","","","","","","","","","","","","","","","","","","",""
"NAPRT","PPP1R14C","SGOL2","","","","","","","","","","","","","","","","","","","","","","",""
"NAT6","PPP1R18","SH2D2A","","","","","","","","","","","","","","","","","","","","","","",""
"NBEA","PRC1","SH3BP1","","","","","","","","","","","","","","","","","","","","","","",""
"NBPF4","PRDM8","SH3BP5","","","","","","","","","","","","","","","","","","","","","","",""
"NCALD","PRICKLE1","SH3TC2","","","","","","","","","","","","","","","","","","","","","","",""
"NCBP2","PRKCA","SHANK1","","","","","","","","","","","","","","","","","","","","","","",""
"NCL","PRKD1","SHCBP1","","","","","","","","","","","","","","","","","","","","","","",""
"NCOR1P1","PRKX","SHF","","","","","","","","","","","","","","","","","","","","","","",""
"NDE1","PRMT1","SHOX2","","","","","","","","","","","","","","","","","","","","","","",""
"NDRG1","PRMT6","SIAE","","","","","","","","","","","","","","","","","","","","","","",""
"NDRG3","PRNP","SIK1","","","","","","","","","","","","","","","","","","","","","","",""
"NDUFA9","PROM1","SIKE1","","","","","","","","","","","","","","","","","","","","","","",""
"NDUFAF1","PROSER1","SIM2","","","","","","","","","","","","","","","","","","","","","","",""
"NDUFAF4","PRR11","SIX3","","","","","","","","","","","","","","","","","","","","","","",""
"NEBL","PRR13","SKA3","","","","","","","","","","","","","","","","","","","","","","",""
"NECAP2","PRRT3","SKI","","","","","","","","","","","","","","","","","","","","","","",""
"NEDD4L","PRRX1","SLA2","","","","","","","","","","","","","","","","","","","","","","",""
"NELL2","PRRX2","SLC12A6","","","","","","","","","","","","","","","","","","","","","","",""
"NET1","PRSS3","SLC12A8","","","","","","","","","","","","","","","","","","","","","","",""
"NFIC","PRTFDC1","SLC13A2","","","","","","","","","","","","","","","","","","","","","","",""
"NFKBIZ","PSAT1","SLC16A7","","","","","","","","","","","","","","","","","","","","","","",""
"NFS1","PSD4","SLC17A5","","","","","","","","","","","","","","","","","","","","","","",""
"NGFRAP1","PSIP1","SLC17A7","","","","","","","","","","","","","","","","","","","","","","",""
"NINJ1","PSMD12","SLC17A9","","","","","","","","","","","","","","","","","","","","","","",""
"NKG7","PTCHD1","SLC1A2","","","","","","","","","","","","","","","","","","","","","","",""
"NMD3","PTDSS1","SLC22A3","","","","","","","","","","","","","","","","","","","","","","",""
"NME1","PTGR2","SLC23A1","","","","","","","","","","","","","","","","","","","","","","",""
"NME1-NME2","PTGS2","SLC24A2","","","","","","","","","","","","","","","","","","","","","","",""
"NME3","PTH2R","SLC24A3","","","","","","","","","","","","","","","","","","","","","","",""
"NME5","PTHLH","SLC25A19","","","","","","","","","","","","","","","","","","","","","","",""
"NME6","PTK6","SLC25A45","","","","","","","","","","","","","","","","","","","","","","",""
"NOMO1","PTK7","SLC25A48","","","","","","","","","","","","","","","","","","","","","","",""
"NOMO3","PTMA","SLC25A53","","","","","","","","","","","","","","","","","","","","","","",""
"NOP10","PTN","SLC26A1","","","","","","","","","","","","","","","","","","","","","","",""
"NOP16","PTPN2","SLC26A7","","","","","","","","","","","","","","","","","","","","","","",""
"NOP56","PTPRN2","SLC27A6","","","","","","","","","","","","","","","","","","","","","","",""
"NOP58","PTRF","SLC30A2","","","","","","","","","","","","","","","","","","","","","","",""
"NOXA1","PUM3","SLC34A2","","","","","","","","","","","","","","","","","","","","","","",""
"NPC1","PXDN","SLC35A1","","","","","","","","","","","","","","","","","","","","","","",""
"NPC2","PYCARD","SLC35B4","","","","","","","","","","","","","","","","","","","","","","",""
"NPDC1","PYGL","SLC35F3","","","","","","","","","","","","","","","","","","","","","","",""
"NPEPL1","QSOX1","SLC35G1","","","","","","","","","","","","","","","","","","","","","","",""
"NPEPPS","RAB17","SLC36A1","","","","","","","","","","","","","","","","","","","","","","",""
"NPIPB3","RAB23","SLC36A4","","","","","","","","","","","","","","","","","","","","","","",""
"NPRL3","RAB30","SLC37A2","","","","","","","","","","","","","","","","","","","","","","",""
"NPY5R","RAB3IL1","SLC38A4","","","","","","","","","","","","","","","","","","","","","","",""
"NR2E3","RAB5C","SLC38A5","","","","","","","","","","","","","","","","","","","","","","",""
"NR2F1","RABEP1","SLC44A5","","","","","","","","","","","","","","","","","","","","","","",""
"NR4A2","RAD51AP1","SLC46A1","","","","","","","","","","","","","","","","","","","","","","",""
"NRSN2","RAI14","SLC46A2","","","","","","","","","","","","","","","","","","","","","","",""
"NSF","RALGPS2","SLC4A10","","","","","","","","","","","","","","","","","","","","","","",""
"NSFL1C","RANBP1","SLC4A3","","","","","","","","","","","","","","","","","","","","","","",""
"NSMAF","RANBP3L","SLC5A3","","","","","","","","","","","","","","","","","","","","","","",""
"NT5DC1","RAP2A","SLC6A11","","","","","","","","","","","","","","","","","","","","","","",""
"NT5E","RAPGEF3","SLC6A12","","","","","","","","","","","","","","","","","","","","","","",""
"NTAN1","RARA","SLC7A13","","","","","","","","","","","","","","","","","","","","","","",""
"NTHL1","RARRES1","SLC7A3","","","","","","","","","","","","","","","","","","","","","","",""
"NTN4","RARRES3","SLC9A3R2","","","","","","","","","","","","","","","","","","","","","","",""
"NTNG1","RASAL1","SLC9B2","","","","","","","","","","","","","","","","","","","","","","",""
"NUAK1","RASL11B","SLCO1A2","","","","","","","","","","","","","","","","","","","","","","",""
"NUDT16P1","RBKS","SLCO5A1","","","","","","","","","","","","","","","","","","","","","","",""
"NUDT5","RBM47","SLFN13","","","","","","","","","","","","","","","","","","","","","","",""
"NUMA1","RBP1","SLFN5","","","","","","","","","","","","","","","","","","","","","","",""
"NUP155","RCAN1","SMAD2","","","","","","","","","","","","","","","","","","","","","","",""
"NUP205","RCC2","SMAD9","","","","","","","","","","","","","","","","","","","","","","",""
"NUP50","RCL1","SMC1A","","","","","","","","","","","","","","","","","","","","","","",""
"NUP62CL","RDH10","SMC6","","","","","","","","","","","","","","","","","","","","","","",""
"NXPH1","RECK","SMDT1","","","","","","","","","","","","","","","","","","","","","","",""
"OAF","REEP1","SMIM10","","","","","","","","","","","","","","","","","","","","","","",""
"OCIAD1","REEP5","SMIM10L2A","","","","","","","","","","","","","","","","","","","","","","",""
"OGFOD3","REEP6","SMIM10L2B","","","","","","","","","","","","","","","","","","","","","","",""
