Gene,FC,Source
LDB2,1.25,Breast_MB
LDHB,1.25,Breast_MB
LDHD,1.25,Breast_MB
LDLRAD3,1.25,Breast_MB
LDOC1,1.25,Breast_MB
LEFTY2,1.25,Breast_MB
LEMD1,1.25,Breast_MB
LEO1,1.25,Breast_MB
LEPR,1.25,Breast_MB
LETMD1,1.25,Breast_MB
LFNG,1.25,Breast_MB
LGALS1,1.25,Breast_MB
LGALS3,1.25,Breast_MB
LGALS7,1.25,Breast_MB
LGALS7B,1.25,Breast_MB
LGALS8,1.25,Breast_MB
LGALSL,1.25,Breast_MB
LGMN,1.25,Breast_MB
LGR6,1.25,Breast_MB
LHFP,1.25,Breast_MB
LHFPL2,1.25,Breast_MB
LILRA5,1.25,Breast_MB
LIMA1,1.25,Breast_MB
LIMCH1,1.25,Breast_MB
LIME1,1.25,Breast_MB
LIMS1,1.25,Breast_MB
LINC00152,1.25,Breast_MB
LINC00174,1.25,Breast_MB
LINC00324,1.25,Breast_MB
LINC00467,1.25,Breast_MB
LINC00937,1.25,Breast_MB
LINC00938,1.25,Breast_MB
LINC00998,1.25,Breast_MB
LINC01124,1.25,Breast_MB
LINC01341,1.25,Breast_MB
LIPG,1.25,Breast_MB
LIX1L,1.25,Breast_MB
LMLN,1.25,Breast_MB
LMNB2,1.25,Breast_MB
LMNTD2,1.25,Breast_MB
LMO4,1.25,Breast_MB
LMTK3,1.25,Breast_MB
LOC113230,1.25,Breast_MB
LOC146880,1.25,Breast_MB
LOC153684,1.25,Breast_MB
LOC401052,1.25,Breast_MB
LOC402644,1.25,Breast_MB
LOC606724,1.25,Breast_MB
LOC613037,1.25,Breast_MB
LOC728554,1.25,Breast_MB
LOC93622,1.25,Breast_MB
LONP2,1.25,Breast_MB
LONRF2,1.25,Breast_MB
LOX,1.25,Breast_MB
LOXL4,1.25,Breast_MB
LPIN1,1.25,Breast_MB
LPXN,1.25,Breast_MB
LRBA,1.25,Breast_MB
LRFN2,1.25,Breast_MB
LRFN4,1.25,Breast_MB
LRFN5,1.25,Breast_MB
LRG1,1.25,Breast_MB
LRIG1,1.25,Breast_MB
LRIG3,1.25,Breast_MB
LRMP,1.25,Breast_MB
LRP2,1.25,Breast_MB
LRP8,1.25,Breast_MB
LRRC15,1.25,Breast_MB
LRRC26,1.25,Breast_MB
LRRC28,1.25,Breast_MB
LRRC31,1.25,Breast_MB
LRRC46,1.25,Breast_MB
LRRC4C,1.25,Breast_MB
LRRC56,1.25,Breast_MB
LRRC6,1.25,Breast_MB
LRRC8D,1.25,Breast_MB
LRRC8E,1.25,Breast_MB
LRRFIP1,1.25,Breast_MB
LRRN2,1.25,Breast_MB
LRTOMT,1.25,Breast_MB
LSM2,1.25,Breast_MB
LSM5,1.25,Breast_MB
LSM7,1.25,Breast_MB
LTA,1.25,Breast_MB
LTB,1.25,Breast_MB
LTBR,1.25,Breast_MB
LUM,1.25,Breast_MB
LUZP1,1.25,Breast_MB
LXN,1.25,Breast_MB
LY6E,1.25,Breast_MB
LY96,1.25,Breast_MB
LYAR,1.25,Breast_MB
LYN,1.25,Breast_MB
LYPD3,1.25,Breast_MB
LYPD6,1.25,Breast_MB
LYPD6B,1.25,Breast_MB
LYRM9,1.25,Breast_MB
LYSMD4,1.25,Breast_MB
LYZ,1.25,Breast_MB
LZTFL1,1.25,Breast_MB
LZTS1,1.25,Breast_MB
MAATS1,1.25,Breast_MB
MAD2L1,1.25,Breast_MB
MAD2L2,1.25,Breast_MB
MADD,1.25,Breast_MB
MAFB,1.25,Breast_MB
MAGED2,1.25,Breast_MB
MAGEE1,1.25,Breast_MB
MAGOH,1.25,Breast_MB
MAGT1,1.25,Breast_MB
MAL,1.25,Breast_MB
MALL,1.25,Breast_MB
MAMDC2,1.25,Breast_MB
MAMLD1,1.25,Breast_MB
MAN1C1,1.25,Breast_MB
MAN2B2,1.25,Breast_MB
MANBA,1.25,Breast_MB
MANBAL,1.25,Breast_MB
MANSC1,1.25,Breast_MB
MAOA,1.25,Breast_MB
MAP2K4,1.25,Breast_MB
MAP2K7,1.25,Breast_MB
MAP3K6,1.25,Breast_MB
MAP3K8,1.25,Breast_MB
MAP4K1,1.25,Breast_MB
MAP4K4,1.25,Breast_MB
MAP7,1.25,Breast_MB
MAPK1,1.25,Breast_MB
MAPK3,1.25,Breast_MB
MAPK8IP1,1.25,Breast_MB
MAPK8IP2,1.25,Breast_MB
MAPK8IP3,1.25,Breast_MB
MAPRE2,1.25,Breast_MB
MAPRE3,1.25,Breast_MB
MAPT,1.25,Breast_MB
MARC2,1.25,Breast_MB
MARCH3,1.25,Breast_MB
MARCH6,1.25,Breast_MB
MARCKS,1.25,Breast_MB
MARCKSL1,1.25,Breast_MB
MARCO,1.25,Breast_MB
MARVELD2,1.25,Breast_MB
MAST4,1.25,Breast_MB
MASTL,1.25,Breast_MB
MAT2A,1.25,Breast_MB
MATK,1.25,Breast_MB
MATN2,1.25,Breast_MB
MATN3,1.25,Breast_MB
MB,1.25,Breast_MB
MB21D2,1.25,Breast_MB
MBD6,1.25,Breast_MB
MBNL1,1.25,Breast_MB
MBNL2,1.25,Breast_MB
MBOAT2,1.25,Breast_MB
MBP,1.25,Breast_MB
MCCC1,1.25,Breast_MB
MCCC2,1.25,Breast_MB
MCM10,1.25,Breast_MB
MCM2,1.25,Breast_MB
MCM5,1.25,Breast_MB
MCM6,1.25,Breast_MB
MCM7,1.25,Breast_MB
MCOLN2,1.25,Breast_MB
MDK,1.25,Breast_MB
MDP1,1.25,Breast_MB
ME2,1.25,Breast_MB
MED13L,1.25,Breast_MB
MED16,1.25,Breast_MB
MED29,1.25,Breast_MB
MED30,1.25,Breast_MB
MED8,1.25,Breast_MB
MEF2D,1.25,Breast_MB
MEG3,1.25,Breast_MB
MEIS1,1.25,Breast_MB
MEIS2,1.25,Breast_MB
MEIS3,1.25,Breast_MB
MEIS3P1,1.25,Breast_MB
MELK,1.25,Breast_MB
MEMO1,1.25,Breast_MB
MEOX1,1.25,Breast_MB
METAP1,1.25,Breast_MB
METRN,1.25,Breast_MB
METTL25,1.25,Breast_MB
MEX3B,1.25,Breast_MB
MEX3C,1.25,Breast_MB
MFAP2,1.25,Breast_MB
MFAP4,1.25,Breast_MB
MFGE8,1.25,Breast_MB
MFSD11,1.25,Breast_MB
MFSD3,1.25,Breast_MB
MFSD5,1.25,Breast_MB
MFSD6,1.25,Breast_MB
MFSD7,1.25,Breast_MB
MGAT3,1.25,Breast_MB
MGC72080,1.25,Breast_MB
MGMT,1.25,Breast_MB
MGST1,1.25,Breast_MB
MGST2,1.25,Breast_MB
MIA,1.25,Breast_MB
MIA3,1.25,Breast_MB
MICALCL,1.25,Breast_MB
MICALL1,1.25,Breast_MB
MICALL2,1.25,Breast_MB
MID1,1.25,Breast_MB
MIDN,1.25,Breast_MB
MIR503HG,1.25,Breast_MB
MIR99AHG,1.25,Breast_MB
MKL2,1.25,Breast_MB
MLH1,1.25,Breast_MB
MLKL,1.25,Breast_MB
MLLT11,1.25,Breast_MB
MLPH,1.25,Breast_MB
MLST8,1.25,Breast_MB
MMD,1.25,Breast_MB
MME,1.25,Breast_MB
MMEL1,1.25,Breast_MB
MMP10,1.25,Breast_MB
MMP12,1.25,Breast_MB
MMP23B,1.25,Breast_MB
MMP3,1.25,Breast_MB
MMP7,1.25,Breast_MB
MMP9,1.25,Breast_MB
MN1,1.25,Breast_MB
MOAP1,1.25,Breast_MB
MOB3B,1.25,Breast_MB
MOCS1,1.25,Breast_MB
MOXD1,1.25,Breast_MB
MPHOSPH6,1.25,Breast_MB
MPI,1.25,Breast_MB
MPP2,1.25,Breast_MB
MPP6,1.25,Breast_MB
MPRIP,1.25,Breast_MB
MPZL1,1.25,Breast_MB
MPZL2,1.25,Breast_MB
MRAP2,1.25,Breast_MB
MRAS,1.25,Breast_MB
MRFAP1L1,1.25,Breast_MB
MRPL11,1.25,Breast_MB
MRPL12,1.25,Breast_MB
MRPL15,1.25,Breast_MB
MRPL24,1.25,Breast_MB
MRPL36,1.25,Breast_MB
MRPL37,1.25,Breast_MB
MRPL43,1.25,Breast_MB
MRPL50,1.25,Breast_MB
MRPL51,1.25,Breast_MB
MRPL53,1.25,Breast_MB
MRPL55,1.25,Breast_MB
MRPS17,1.25,Breast_MB
MRPS18B,1.25,Breast_MB
MRPS21,1.25,Breast_MB
MRPS27,1.25,Breast_MB
MRPS30,1.25,Breast_MB
MRPS36,1.25,Breast_MB
MRPS6,1.25,Breast_MB
MS4A14,1.25,Breast_MB
MS4A6A,1.25,Breast_MB
MS4A7,1.25,Breast_MB
MSANTD3,1.25,Breast_MB
MSANTD4,1.25,Breast_MB
MSH3,1.25,Breast_MB
MSI2,1.25,Breast_MB
MSL3,1.25,Breast_MB
MSLN,1.25,Breast_MB
MSN,1.25,Breast_MB
MSRB3,1.25,Breast_MB
MST1,1.25,Breast_MB
MST1R,1.25,Breast_MB
MSX1,1.25,Breast_MB
MT1A,1.25,Breast_MB
MT1E,1.25,Breast_MB
MT1F,1.25,Breast_MB
MT1IP,1.25,Breast_MB
MT1M,1.25,Breast_MB
MT1X,1.25,Breast_MB
MT2A,1.25,Breast_MB
MTAP,1.25,Breast_MB
MTDH,1.25,Breast_MB
MTFR1,1.25,Breast_MB
MTHFD1L,1.25,Breast_MB
MTHFD2,1.25,Breast_MB
MTL5,1.25,Breast_MB
MTMR2,1.25,Breast_MB
MTSS1,1.25,Breast_MB
MTUS1,1.25,Breast_MB
MUC1,1.25,Breast_MB
MUC16,1.25,Breast_MB
MUC20,1.25,Breast_MB
MUCL1,1.25,Breast_MB
MUM1,1.25,Breast_MB
MX1,1.25,Breast_MB
MX2,1.25,Breast_MB
MXRA5,1.25,Breast_MB
MXRA7,1.25,Breast_MB
MYB,1.25,Breast_MB
MYBPC1,1.25,Breast_MB
MYC,1.25,Breast_MB
MYCN,1.25,Breast_MB
MYEOV,1.25,Breast_MB
MYH11,1.25,Breast_MB
MYL12A,1.25,Breast_MB
MYL5,1.25,Breast_MB
MYL7,1.25,Breast_MB
MYLIP,1.25,Breast_MB
MYLK,1.25,Breast_MB
MYO10,1.25,Breast_MB
MYO1B,1.25,Breast_MB
MYO1C,1.25,Breast_MB
MYO3B,1.25,Breast_MB
MYO5C,1.25,Breast_MB
MYO6,1.25,Breast_MB
MYOZ3,1.25,Breast_MB
MYRIP,1.25,Breast_MB
MYT1,1.25,Breast_MB
MZB1,1.25,Breast_MB
MZF1,1.25,Breast_MB
NAA38,1.25,Breast_MB
NABP1,1.25,Breast_MB
NABP2,1.25,Breast_MB
NAE1,1.25,Breast_MB
NAGLU,1.25,Breast_MB
NAMPT,1.25,Breast_MB
NAPA,1.25,Breast_MB
NAPB,1.25,Breast_MB
NAPRT,1.25,Breast_MB
NAPSB,1.25,Breast_MB
NAT1,1.25,Breast_MB
NAT6,1.25,Breast_MB
NBEA,1.25,Breast_MB
NBPF4,1.25,Breast_MB
NCALD,1.25,Breast_MB
NCAM2,1.25,Breast_MB
NCAPD2,1.25,Breast_MB
NCAPG,1.25,Breast_MB
NCBP2,1.25,Breast_MB
NCCRP1,1.25,Breast_MB
NCEH1,1.25,Breast_MB
NCK1,1.25,Breast_MB
NCK2,1.25,Breast_MB
NCL,1.25,Breast_MB
NCOA7,1.25,Breast_MB
NCOR1P1,1.25,Breast_MB
NCS1,1.25,Breast_MB
NDC80,1.25,Breast_MB
NDE1,1.25,Breast_MB
NDFIP1,1.25,Breast_MB
NDN,1.25,Breast_MB
NDP,1.25,Breast_MB
NDRG1,1.25,Breast_MB
NDRG2,1.25,Breast_MB
NDRG3,1.25,Breast_MB
NDRG4,1.25,Breast_MB
NDUFA7,1.25,Breast_MB
NDUFA9,1.25,Breast_MB
NDUFAF1,1.25,Breast_MB
NDUFAF3,1.25,Breast_MB
NDUFAF4,1.25,Breast_MB
NDUFB10,1.25,Breast_MB
NDUFS5,1.25,Breast_MB
NEBL,1.25,Breast_MB
NECAB3,1.25,Breast_MB
NECAP2,1.25,Breast_MB
NEDD4L,1.25,Breast_MB
NEFH,1.25,Breast_MB
NEK11,1.25,Breast_MB
NEK2,1.25,Breast_MB
NELL2,1.25,Breast_MB
NES,1.25,Breast_MB
NET1,1.25,Breast_MB
NETO2,1.25,Breast_MB
NEU1,1.25,Breast_MB
NEXN,1.25,Breast_MB
NFE2L3,1.25,Breast_MB
NFIB,1.25,Breast_MB
NFIC,1.25,Breast_MB
NFIL3,1.25,Breast_MB
NFIX,1.25,Breast_MB
NFKBIZ,1.25,Breast_MB
NFS1,1.25,Breast_MB
NGFRAP1,1.25,Breast_MB
NICN1,1.25,Breast_MB
NINJ1,1.25,Breast_MB
NINJ2,1.25,Breast_MB
NIP7,1.25,Breast_MB
NIPAL3,1.25,Breast_MB
NKD2,1.25,Breast_MB
NKG7,1.25,Breast_MB
NKIRAS1,1.25,Breast_MB
NKX3-1,1.25,Breast_MB
NMB,1.25,Breast_MB
NMD3,1.25,Breast_MB
NME1,1.25,Breast_MB
NME1-NME2,1.25,Breast_MB
NME3,1.25,Breast_MB
NME4,1.25,Breast_MB
NME5,1.25,Breast_MB
NME6,1.25,Breast_MB
NMI,1.25,Breast_MB
NMNAT3,1.25,Breast_MB
NMRAL1,1.25,Breast_MB
NMT2,1.25,Breast_MB
NMU,1.25,Breast_MB
NNMT,1.25,Breast_MB
NOL11,1.25,Breast_MB
NOL3,1.25,Breast_MB
NOMO1,1.25,Breast_MB
NOMO3,1.25,Breast_MB
NOP10,1.25,Breast_MB
NOP16,1.25,Breast_MB
NOP2,1.25,Breast_MB
NOP56,1.25,Breast_MB
NOP58,1.25,Breast_MB
NOSTRIN,1.25,Breast_MB
NOTCH1,1.25,Breast_MB
NOVA1,1.25,Breast_MB
NOXA1,1.25,Breast_MB
NPAS1,1.25,Breast_MB
NPC1,1.25,Breast_MB
NPC2,1.25,Breast_MB
NPDC1,1.25,Breast_MB
NPEPL1,1.25,Breast_MB
NPEPPS,1.25,Breast_MB
NPIPB3,1.25,Breast_MB
NPM3,1.25,Breast_MB
NPNT,1.25,Breast_MB
NPRL2,1.25,Breast_MB
NPRL3,1.25,Breast_MB
NPY5R,1.25,Breast_MB
NR2E3,1.25,Breast_MB
NR2F1,1.25,Breast_MB
NR4A2,1.25,Breast_MB
NRAS,1.25,Breast_MB
NREP,1.25,Breast_MB
NRIP3,1.25,Breast_MB
NRP1,1.25,Breast_MB
NRSN2,1.25,Breast_MB
NRXN2,1.25,Breast_MB
NSF,1.25,Breast_MB
NSFL1C,1.25,Breast_MB
NSG1,1.25,Breast_MB
NSMAF,1.25,Breast_MB
NSMCE1,1.25,Breast_MB
NSUN7,1.25,Breast_MB
NT5C2,1.25,Breast_MB
NT5DC1,1.25,Breast_MB
NT5DC2,1.25,Breast_MB
NT5DC3,1.25,Breast_MB
NT5E,1.25,Breast_MB
NTAN1,1.25,Breast_MB
NTHL1,1.25,Breast_MB
NTN4,1.25,Breast_MB
NTNG1,1.25,Breast_MB
NUAK1,1.25,Breast_MB
NUBP1,1.25,Breast_MB
NUCB2,1.25,Breast_MB
NUDT1,1.25,Breast_MB
NUDT11,1.25,Breast_MB
NUDT16,1.25,Breast_MB
NUDT16L1,1.25,Breast_MB
NUDT16P1,1.25,Breast_MB
NUDT18,1.25,Breast_MB
NUDT5,1.25,Breast_MB
NUDT6,1.25,Breast_MB
NUMA1,1.25,Breast_MB
NUP155,1.25,Breast_MB
NUP160,1.25,Breast_MB
NUP205,1.25,Breast_MB
NUP50,1.25,Breast_MB
NUP62CL,1.25,Breast_MB
NUP85,1.25,Breast_MB
NUP93,1.25,Breast_MB
NUPR1,1.25,Breast_MB
NUSAP1,1.25,Breast_MB
NUTF2,1.25,Breast_MB
NXN,1.25,Breast_MB
NXPH1,1.25,Breast_MB
OAF,1.25,Breast_MB
OCEL1,1.25,Breast_MB
OCIAD1,1.25,Breast_MB
ODAM,1.25,Breast_MB
ODC1,1.25,Breast_MB
ODF2L,1.25,Breast_MB
OGFOD3,1.25,Breast_MB
OGFRL1,1.25,Breast_MB
OGN,1.25,Breast_MB
OLFM4,1.25,Breast_MB
OLFML1,1.25,Breast_MB
OLR1,1.25,Breast_MB
OPN3,1.25,Breast_MB
OPTN,1.25,Breast_MB
OR7E156P,1.25,Breast_MB
ORAI3,1.25,Breast_MB
ORC6,1.25,Breast_MB
ORM2,1.25,Breast_MB
OSBPL10,1.25,Breast_MB
OSBPL3,1.25,Breast_MB
OSBPL6,1.25,Breast_MB
OSBPL8,1.25,Breast_MB
OSCP1,1.25,Breast_MB
OSR1,1.25,Breast_MB
OSTC,1.25,Breast_MB
OVOL2,1.25,Breast_MB
OXTR,1.25,Breast_MB
P2RX4,1.25,Breast_MB
P2RY6,1.25,Breast_MB
P2RY8,1.25,Breast_MB
P3H1,1.25,Breast_MB
P3H2,1.25,Breast_MB
P3H4,1.25,Breast_MB
P4HTM,1.25,Breast_MB
PABPC1,1.25,Breast_MB
PABPC4,1.25,Breast_MB
PAFAH1B3,1.25,Breast_MB
PAGR1,1.25,Breast_MB
PAIP2,1.25,Breast_MB
PAK1,1.25,Breast_MB
PAK1IP1,1.25,Breast_MB
PAK6,1.25,Breast_MB
PALLD,1.25,Breast_MB
PALM,1.25,Breast_MB
PAM,1.25,Breast_MB
PAM16,1.25,Breast_MB
PAMR1,1.25,Breast_MB
PAN2,1.25,Breast_MB
PAPD4,1.25,Breast_MB
PAPD7,1.25,Breast_MB
PAPLN,1.25,Breast_MB
PAPSS1,1.25,Breast_MB
PAQR3,1.25,Breast_MB
PARD6B,1.25,Breast_MB
PARD6G,1.25,Breast_MB
PARM1,1.25,Breast_MB
PARP3,1.25,Breast_MB
PARP4,1.25,Breast_MB
PARPBP,1.25,Breast_MB
PARVB,1.25,Breast_MB
PATZ1,1.25,Breast_MB
PBDC1,1.25,Breast_MB
PCBD1,1.25,Breast_MB
PCBD2,1.25,Breast_MB
PCDH18,1.25,Breast_MB
PCDHA1,1.25,Breast_MB
PCDHB2,1.25,Breast_MB
PCGF2,1.25,Breast_MB
PCM1,1.25,Breast_MB
PCMTD1,1.25,Breast_MB
PCNA,1.25,Breast_MB
PCNX,1.25,Breast_MB
PCOLCE,1.25,Breast_MB
PCOLCE2,1.25,Breast_MB
PCP2,1.25,Breast_MB
PCSK1,1.25,Breast_MB
PCSK1N,1.25,Breast_MB
PCSK4,1.25,Breast_MB
PCSK5,1.25,Breast_MB
PCYOX1,1.25,Breast_MB
PDCD2L,1.25,Breast_MB
PDCD4,1.25,Breast_MB
PDCD5,1.25,Breast_MB
PDCD6IP,1.25,Breast_MB
PDCL3P4,1.25,Breast_MB
PDE4B,1.25,Breast_MB
PDE5A,1.25,Breast_MB
PDE7A,1.25,Breast_MB
PDE7B,1.25,Breast_MB
PDE9A,1.25,Breast_MB
PDGFRA,1.25,Breast_MB
PDGFRB,1.25,Breast_MB
PDGFRL,1.25,Breast_MB
PDHA1,1.25,Breast_MB
PDHB,1.25,Breast_MB
PDIA6,1.25,Breast_MB
PDPK1,1.25,Breast_MB
PDPN,1.25,Breast_MB
PDSS1,1.25,Breast_MB
PDXDC1,1.25,Breast_MB
PDXK,1.25,Breast_MB
PDZK1,1.25,Breast_MB
PEBP4,1.25,Breast_MB
PEG10,1.25,Breast_MB
PELI1,1.25,Breast_MB
PENK,1.25,Breast_MB
PER2,1.25,Breast_MB
PER3,1.25,Breast_MB
PERP,1.25,Breast_MB
PEX11A,1.25,Breast_MB
PEX13,1.25,Breast_MB
PEX19,1.25,Breast_MB
PEX7,1.25,Breast_MB
PFKFB4,1.25,Breast_MB
PFKP,1.25,Breast_MB
PFN1,1.25,Breast_MB
PFN2,1.25,Breast_MB
PGAM5,1.25,Breast_MB
PGBD5,1.25,Breast_MB
PGD,1.25,Breast_MB
PGRMC1,1.25,Breast_MB
PGRMC2,1.25,Breast_MB
PHB2,1.25,Breast_MB
PHF12,1.25,Breast_MB
PHF19,1.25,Breast_MB
PHF5A,1.25,Breast_MB
PHF7,1.25,Breast_MB
PHGDH,1.25,Breast_MB
PHGR1,1.25,Breast_MB
PHKA2,1.25,Breast_MB
PHLDA1,1.25,Breast_MB
PHLDB3,1.25,Breast_MB
PHOSPHO2,1.25,Breast_MB
PHYHD1,1.25,Breast_MB
PI15,1.25,Breast_MB
PI16,1.25,Breast_MB
PI3,1.25,Breast_MB
PICALM,1.25,Breast_MB
PID1,1.25,Breast_MB
PIDD1,1.25,Breast_MB
PIEZO2,1.25,Breast_MB
PIGA,1.25,Breast_MB
PIGH,1.25,Breast_MB
PIGP,1.25,Breast_MB
PIGQ,1.25,Breast_MB
PIGR,1.25,Breast_MB
PIGT,1.25,Breast_MB
PIGX,1.25,Breast_MB
PIK3CD,1.25,Breast_MB
PIM1,1.25,Breast_MB
PIM2,1.25,Breast_MB
PIP,1.25,Breast_MB
PIP4K2C,1.25,Breast_MB
PIR,1.25,Breast_MB
PISD,1.25,Breast_MB
PITPNC1,1.25,Breast_MB
PJA2,1.25,Breast_MB
PKD2,1.25,Breast_MB
PKHD1,1.25,Breast_MB
PKIA,1.25,Breast_MB
PKIB,1.25,Breast_MB
PKP1,1.25,Breast_MB
PLA2G10,1.25,Breast_MB
PLA2G16,1.25,Breast_MB
PLA2G4F,1.25,Breast_MB
PLA2G7,1.25,Breast_MB
PLAC8,1.25,Breast_MB
PLAGL1,1.25,Breast_MB
PLAU,1.25,Breast_MB
PLAUR,1.25,Breast_MB
PLBD1,1.25,Breast_MB
PLCB1,1.25,Breast_MB
PLCD4,1.25,Breast_MB
PLCG2,1.25,Breast_MB
PLCH1,1.25,Breast_MB
PLCL2,1.25,Breast_MB
PLD1,1.25,Breast_MB
PLEK,1.25,Breast_MB
PLEKHA2,1.25,Breast_MB
PLEKHA6,1.25,Breast_MB
PLEKHB2,1.25,Breast_MB
PLEKHF1,1.25,Breast_MB
PLEKHF2,1.25,Breast_MB
PLEKHG1,1.25,Breast_MB
PLEKHH3,1.25,Breast_MB
PLEKHO1,1.25,Breast_MB
PLEKHS1,1.25,Breast_MB
PLIN2,1.25,Breast_MB
PLK2,1.25,Breast_MB
PLK4,1.25,Breast_MB
PLOD1,1.25,Breast_MB
PLOD2,1.25,Breast_MB
PLOD3,1.25,Breast_MB
PLPP3,1.25,Breast_MB
PLPP5,1.25,Breast_MB
PLPPR2,1.25,Breast_MB
PLS1,1.25,Breast_MB
PLS3,1.25,Breast_MB
PLSCR1,1.25,Breast_MB
PLSCR3,1.25,Breast_MB
PLTP,1.25,Breast_MB
PLXDC2,1.25,Breast_MB
PLXNA1,1.25,Breast_MB
PLXNB1,1.25,Breast_MB
PM20D2,1.25,Breast_MB
PMEPA1,1.25,Breast_MB
PMP22,1.25,Breast_MB
PNKD,1.25,Breast_MB
PNMA3,1.25,Breast_MB
PNMT,1.25,Breast_MB
PNP,1.25,Breast_MB
PNPLA2,1.25,Breast_MB
PNPLA4,1.25,Breast_MB
PNPLA7,1.25,Breast_MB
PNPO,1.25,Breast_MB
POC5,1.25,Breast_MB
PODN,1.25,Breast_MB
PODXL,1.25,Breast_MB
POLB,1.25,Breast_MB
POLD4,1.25,Breast_MB
POLN,1.25,Breast_MB
POLQ,1.25,Breast_MB
POLR1C,1.25,Breast_MB
POLR1E,1.25,Breast_MB
POLR2A,1.25,Breast_MB
POLR2F,1.25,Breast_MB
POLR2L,1.25,Breast_MB
POLR3K,1.25,Breast_MB
POMGNT1,1.25,Breast_MB
POMGNT2,1.25,Breast_MB
POMP,1.25,Breast_MB
POP1,1.25,Breast_MB
POP5,1.25,Breast_MB
POSTN,1.25,Breast_MB
POU2AF1,1.25,Breast_MB
PPA1,1.25,Breast_MB
PPARGC1A,1.25,Breast_MB
PPDPF,1.25,Breast_MB
PPIC,1.25,Breast_MB
PPIE,1.25,Breast_MB
PPIH,1.25,Breast_MB
PPIP5K1,1.25,Breast_MB
PPM1A,1.25,Breast_MB
PPM1G,1.25,Breast_MB
PPM1H,1.25,Breast_MB
PPM1J,1.25,Breast_MB
PPP1R14A,1.25,Breast_MB
PPP1R14B,1.25,Breast_MB
PPP1R14C,1.25,Breast_MB
PPP1R15A,1.25,Breast_MB
PPP1R16B,1.25,Breast_MB
PPP1R18,1.25,Breast_MB
PPP1R1B,1.25,Breast_MB
PPP1R3C,1.25,Breast_MB
PPP2CA,1.25,Breast_MB
PPP2R3C,1.25,Breast_MB
PPP2R5A,1.25,Breast_MB
PPP3R1,1.25,Breast_MB
PPP6R2,1.25,Breast_MB
PQLC1,1.25,Breast_MB
PRC1,1.25,Breast_MB
PRDM1,1.25,Breast_MB
PRDM8,1.25,Breast_MB
PRDX2,1.25,Breast_MB
PRDX4,1.25,Breast_MB
PRELID3A,1.25,Breast_MB
PREP,1.25,Breast_MB
PREX1,1.25,Breast_MB
PRF1,1.25,Breast_MB
PRICKLE1,1.25,Breast_MB
PRICKLE2,1.25,Breast_MB
PRKAB1,1.25,Breast_MB
PRKCA,1.25,Breast_MB
PRKCB,1.25,Breast_MB
PRKCD,1.25,Breast_MB
PRKCDBP,1.25,Breast_MB
PRKD1,1.25,Breast_MB
PRKX,1.25,Breast_MB
PRLR,1.25,Breast_MB
PRMT1,1.25,Breast_MB
PRMT6,1.25,Breast_MB
PRND,1.25,Breast_MB
PRNP,1.25,Breast_MB
PROM1,1.25,Breast_MB
PROM2,1.25,Breast_MB
PROS1,1.25,Breast_MB
PROSER1,1.25,Breast_MB
PRPF18,1.25,Breast_MB
PRPS2,1.25,Breast_MB
PRR11,1.25,Breast_MB
PRR13,1.25,Breast_MB
PRR15L,1.25,Breast_MB
PRR4,1.25,Breast_MB
PRRG1,1.25,Breast_MB
PRRG2,1.25,Breast_MB
PRRT2,1.25,Breast_MB
PRRT3,1.25,Breast_MB
PRRX1,1.25,Breast_MB
PRRX2,1.25,Breast_MB
PRSS3,1.25,Breast_MB
PRTFDC1,1.25,Breast_MB
PSAT1,1.25,Breast_MB
PSD3,1.25,Breast_MB
PSD4,1.25,Breast_MB
PSIP1,1.25,Breast_MB
PSMA3,1.25,Breast_MB
PSMA4,1.25,Breast_MB
PSMA5,1.25,Breast_MB
PSMB2,1.25,Breast_MB
PSMB5,1.25,Breast_MB
PSMB9,1.25,Breast_MB
PSMD12,1.25,Breast_MB
PSMD14,1.25,Breast_MB
PSMD7,1.25,Breast_MB
PSME4,1.25,Breast_MB
PSMG1,1.25,Breast_MB
PSRC1,1.25,Breast_MB
PTCHD1,1.25,Breast_MB
PTDSS1,1.25,Breast_MB
PTER,1.25,Breast_MB
PTGDS,1.25,Breast_MB
PTGER4,1.25,Breast_MB
PTGR2,1.25,Breast_MB
PTGS2,1.25,Breast_MB
PTH2R,1.25,Breast_MB
PTHLH,1.25,Breast_MB
PTK6,1.25,Breast_MB
PTK7,1.25,Breast_MB
PTMA,1.25,Breast_MB
PTN,1.25,Breast_MB
PTOV1,1.25,Breast_MB
PTP4A2,1.25,Breast_MB
PTPN1,1.25,Breast_MB
PTPN2,1.25,Breast_MB
PTPRCAP,1.25,Breast_MB
PTPRK,1.25,Breast_MB
PTPRN2,1.25,Breast_MB
PTPRT,1.25,Breast_MB
PTRF,1.25,Breast_MB
PTRH2,1.25,Breast_MB
PTS,1.25,Breast_MB
PTTG1,1.25,Breast_MB
PTTG3P,1.25,Breast_MB
PUM3,1.25,Breast_MB
PURA,1.25,Breast_MB
PUS1,1.25,Breast_MB
PVALB,1.25,Breast_MB
PVRIG,1.25,Breast_MB
PVRL2,1.25,Breast_MB
PVRL3,1.25,Breast_MB
PXDN,1.25,Breast_MB
PXMP4,1.25,Breast_MB
PYCARD,1.25,Breast_MB
PYCR2,1.25,Breast_MB
PYDC1,1.25,Breast_MB
PYGL,1.25,Breast_MB
QDPR,1.25,Breast_MB
