Gene,FC,Source
SMARCE1,1.25,Breast_MB
SMC4,1.25,Breast_MB
SMCO4,1.25,Breast_MB
SMG5,1.25,Breast_MB
SMIM1,1.25,Breast_MB
SMIM11A,1.25,Breast_MB
SMIM14,1.25,Breast_MB
SMO,1.25,Breast_MB
SMOC1,1.25,Breast_MB
SMOX,1.25,Breast_MB
SMPDL3B,1.25,Breast_MB
SMS,1.25,Breast_MB
SMYD1,1.25,Breast_MB
SMYD2,1.25,Breast_MB
SNAI2,1.25,Breast_MB
SNAP29,1.25,Breast_MB
SNAPC2,1.25,Breast_MB
SNCAIP,1.25,Breast_MB
SNHG11,1.25,Breast_MB
SNHG5,1.25,Breast_MB
SNORA25,1.25,Breast_MB
SNORD46,1.25,Breast_MB
SNORD68,1.25,Breast_MB
SNRNP25,1.25,Breast_MB
SNRPA1,1.25,Breast_MB
SNRPB2,1.25,Breast_MB
SNRPG,1.25,Breast_MB
SNRPN,1.25,Breast_MB
SNTB1,1.25,Breast_MB
SNURF,1.25,Breast_MB
SNX21,1.25,Breast_MB
SNX29,1.25,Breast_MB
SNX29P2,1.25,Breast_MB
SNX3,1.25,Breast_MB
SNX5,1.25,Breast_MB
SNX7,1.25,Breast_MB
SOBP,1.25,Breast_MB
SOCS1,1.25,Breast_MB
SOD2,1.25,Breast_MB
SOGA1,1.25,Breast_MB
SORCS1,1.25,Breast_MB
SORD,1.25,Breast_MB
SORL1,1.25,Breast_MB
SOSTDC1,1.25,Breast_MB
SOWAHA,1.25,Breast_MB
SOX10,1.25,Breast_MB
SOX11,1.25,Breast_MB
SOX13,1.25,Breast_MB
SOX15,1.25,Breast_MB
SOX4,1.25,Breast_MB
SOX8,1.25,Breast_MB
SP140,1.25,Breast_MB
SPAG6,1.25,Breast_MB
SPARCL1,1.25,Breast_MB
SPATA18,1.25,Breast_MB
SPATA20,1.25,Breast_MB
SPATS2L,1.25,Breast_MB
SPCS1,1.25,Breast_MB
SPDEF,1.25,Breast_MB
SPG11,1.25,Breast_MB
SPHK1,1.25,Breast_MB
SPHK2,1.25,Breast_MB
SPIB,1.25,Breast_MB
SPINK4,1.25,Breast_MB
SPIRE2,1.25,Breast_MB
SPOCK1,1.25,Breast_MB
SPOCK2,1.25,Breast_MB
SPON1,1.25,Breast_MB
SPON2,1.25,Breast_MB
SPOP,1.25,Breast_MB
SPR,1.25,Breast_MB
SPRED1,1.25,Breast_MB
SPRED2,1.25,Breast_MB
SPRY1,1.25,Breast_MB
SPRY2,1.25,Breast_MB
SPRYD3,1.25,Breast_MB
SPSB1,1.25,Breast_MB
SPTBN4,1.25,Breast_MB
SQLE,1.25,Breast_MB
SQSTM1,1.25,Breast_MB
SRC,1.25,Breast_MB
SRD5A1,1.25,Breast_MB
SREBF1,1.25,Breast_MB
SRF,1.25,Breast_MB
SRFBP1,1.25,Breast_MB
SRGAP1,1.25,Breast_MB
SRGAP3,1.25,Breast_MB
SRGN,1.25,Breast_MB
SRI,1.25,Breast_MB
SRM,1.25,Breast_MB
SRPK1,1.25,Breast_MB
SRPK2,1.25,Breast_MB
SRPX,1.25,Breast_MB
SRPX2,1.25,Breast_MB
SRRM2,1.25,Breast_MB
SRSF5,1.25,Breast_MB
SRSF6,1.25,Breast_MB
SSBP1,1.25,Breast_MB
SSBP2,1.25,Breast_MB
SSBP4,1.25,Breast_MB
SSC5D,1.25,Breast_MB
SSFA2,1.25,Breast_MB
SSH3,1.25,Breast_MB
SSPN,1.25,Breast_MB
ST14,1.25,Breast_MB
ST3GAL1,1.25,Breast_MB
ST3GAL4,1.25,Breast_MB
ST5,1.25,Breast_MB
ST6GALNAC2,1.25,Breast_MB
ST8SIA1,1.25,Breast_MB
STAC2,1.25,Breast_MB
STAMBPL1,1.25,Breast_MB
STARD10,1.25,Breast_MB
STARD13,1.25,Breast_MB
STARD3,1.25,Breast_MB
STAT1,1.25,Breast_MB
STAT4,1.25,Breast_MB
STAU2,1.25,Breast_MB
STC1,1.25,Breast_MB
STC2,1.25,Breast_MB
STEAP1,1.25,Breast_MB
STEAP1B,1.25,Breast_MB
STEAP2,1.25,Breast_MB
STIL,1.25,Breast_MB
STK17B,1.25,Breast_MB
STK24,1.25,Breast_MB
STK26,1.25,Breast_MB
STK32B,1.25,Breast_MB
STK36,1.25,Breast_MB
STK38,1.25,Breast_MB
STK39,1.25,Breast_MB
STMN1,1.25,Breast_MB
STOML2,1.25,Breast_MB
STOX2,1.25,Breast_MB
STRA6,1.25,Breast_MB
STT3A,1.25,Breast_MB
STUB1,1.25,Breast_MB
STX19,1.25,Breast_MB
STX7,1.25,Breast_MB
STXBP2,1.25,Breast_MB
SUB1,1.25,Breast_MB
SUCLG2,1.25,Breast_MB
SULF2,1.25,Breast_MB
SULT1A1,1.25,Breast_MB
SULT1A2,1.25,Breast_MB
SULT2B1,1.25,Breast_MB
SUMF1,1.25,Breast_MB
SUMO2,1.25,Breast_MB
SUN2,1.25,Breast_MB
SUOX,1.25,Breast_MB
SUSD2,1.25,Breast_MB
SUSD3,1.25,Breast_MB
SUSD4,1.25,Breast_MB
SVBP,1.25,Breast_MB
SVEP1,1.25,Breast_MB
SVIL,1.25,Breast_MB
SWSAP1,1.25,Breast_MB
SYAP1,1.25,Breast_MB
SYBU,1.25,Breast_MB
SYCP2,1.25,Breast_MB
SYDE1,1.25,Breast_MB
SYK,1.25,Breast_MB
SYN1,1.25,Breast_MB
SYNC,1.25,Breast_MB
SYNCRIP,1.25,Breast_MB
SYNDIG1,1.25,Breast_MB
SYNE4,1.25,Breast_MB
SYNGR1,1.25,Breast_MB
SYNJ2,1.25,Breast_MB
SYNJ2BP,1.25,Breast_MB
SYNM,1.25,Breast_MB
SYNPO2L,1.25,Breast_MB
SYP,1.25,Breast_MB
SYS1,1.25,Breast_MB
SYT1,1.25,Breast_MB
SYT13,1.25,Breast_MB
SYT17,1.25,Breast_MB
SYT4,1.25,Breast_MB
SYT7,1.25,Breast_MB
SYT9,1.25,Breast_MB
SYTL1,1.25,Breast_MB
SYTL2,1.25,Breast_MB
SYTL4,1.25,Breast_MB
TACC1,1.25,Breast_MB
TACC2,1.25,Breast_MB
TACC3,1.25,Breast_MB
TAF6,1.25,Breast_MB
TAGLN,1.25,Breast_MB
TALDO1,1.25,Breast_MB
TANK,1.25,Breast_MB
TAOK1,1.25,Breast_MB
TAOK2,1.25,Breast_MB
TAP1,1.25,Breast_MB
TAP2,1.25,Breast_MB
TAPT1,1.25,Breast_MB
TARS,1.25,Breast_MB
TATDN3,1.25,Breast_MB
TAX1BP3,1.25,Breast_MB
TBC1D10C,1.25,Breast_MB
TBC1D24,1.25,Breast_MB
TBC1D4,1.25,Breast_MB
TBC1D7,1.25,Breast_MB
TBC1D9,1.25,Breast_MB
TBC1D9B,1.25,Breast_MB
TBL3,1.25,Breast_MB
TBPL1,1.25,Breast_MB
TBX3,1.25,Breast_MB
TC2N,1.25,Breast_MB
TCEA2,1.25,Breast_MB
TCEA3,1.25,Breast_MB
TCEAL1,1.25,Breast_MB
TCEAL2,1.25,Breast_MB
TCEAL3,1.25,Breast_MB
TCEAL4,1.25,Breast_MB
TCEAL7,1.25,Breast_MB
TCF3,1.25,Breast_MB
TCF7L1,1.25,Breast_MB
TCF7L2,1.25,Breast_MB
TCTA,1.25,Breast_MB
TCTN1,1.25,Breast_MB
TDG,1.25,Breast_MB
TEAD2,1.25,Breast_MB
TEAD4,1.25,Breast_MB
TECR,1.25,Breast_MB
TELO2,1.25,Breast_MB
TES,1.25,Breast_MB
TESK2,1.25,Breast_MB
TEX10,1.25,Breast_MB
TEX14,1.25,Breast_MB
TEX264,1.25,Breast_MB
TF,1.25,Breast_MB
TFAP2C,1.25,Breast_MB
TFCP2L1,1.25,Breast_MB
TFDP1,1.25,Breast_MB
TFF1,1.25,Breast_MB
TFF3,1.25,Breast_MB
TFPI,1.25,Breast_MB
TFPI2,1.25,Breast_MB
TFRC,1.25,Breast_MB
TGFA,1.25,Breast_MB
TGFB2,1.25,Breast_MB
TGFBI,1.25,Breast_MB
TGFBR2,1.25,Breast_MB
TGM2,1.25,Breast_MB
TGM5,1.25,Breast_MB
THBS2,1.25,Breast_MB
THNSL2,1.25,Breast_MB
THOC5,1.25,Breast_MB
THSD4,1.25,Breast_MB
THY1,1.25,Breast_MB
THYN1,1.25,Breast_MB
TIA1,1.25,Breast_MB
TIAM2,1.25,Breast_MB
TICRR,1.25,Breast_MB
TIGD2,1.25,Breast_MB
TIMP2,1.25,Breast_MB
TIMP4,1.25,Breast_MB
TINAGL1,1.25,Breast_MB
TJP3,1.25,Breast_MB
TKFC,1.25,Breast_MB
TKT,1.25,Breast_MB
TLE1,1.25,Breast_MB
TLE2,1.25,Breast_MB
TLE3,1.25,Breast_MB
TLE4,1.25,Breast_MB
TLE6,1.25,Breast_MB
TLR8,1.25,Breast_MB
TM4SF1,1.25,Breast_MB
TM4SF18,1.25,Breast_MB
TM7SF2,1.25,Breast_MB
TMBIM4,1.25,Breast_MB
TMBIM6,1.25,Breast_MB
TMC4,1.25,Breast_MB
TMC5,1.25,Breast_MB
TMED10,1.25,Breast_MB
TMED4,1.25,Breast_MB
TMED7,1.25,Breast_MB
TMEM101,1.25,Breast_MB
TMEM106B,1.25,Breast_MB
TMEM108,1.25,Breast_MB
TMEM115,1.25,Breast_MB
TMEM119,1.25,Breast_MB
TMEM123,1.25,Breast_MB
TMEM125,1.25,Breast_MB
TMEM132A,1.25,Breast_MB
TMEM139,1.25,Breast_MB
TMEM140,1.25,Breast_MB
TMEM144,1.25,Breast_MB
TMEM145,1.25,Breast_MB
TMEM158,1.25,Breast_MB
TMEM170A,1.25,Breast_MB
TMEM175,1.25,Breast_MB
TMEM176A,1.25,Breast_MB
TMEM181,1.25,Breast_MB
TMEM183A,1.25,Breast_MB
TMEM192,1.25,Breast_MB
TMEM2,1.25,Breast_MB
TMEM200A,1.25,Breast_MB
TMEM204,1.25,Breast_MB
TMEM205,1.25,Breast_MB
TMEM219,1.25,Breast_MB
TMEM237,1.25,Breast_MB
TMEM241,1.25,Breast_MB
TMEM254,1.25,Breast_MB
TMEM258,1.25,Breast_MB
TMEM30B,1.25,Breast_MB
TMEM38B,1.25,Breast_MB
TMEM41B,1.25,Breast_MB
TMEM43,1.25,Breast_MB
TMEM45A,1.25,Breast_MB
TMEM47,1.25,Breast_MB
TMEM5,1.25,Breast_MB
TMEM50B,1.25,Breast_MB
TMEM59,1.25,Breast_MB
TMEM62,1.25,Breast_MB
TMEM71,1.25,Breast_MB
TMEM79,1.25,Breast_MB
TMEM80,1.25,Breast_MB
TMEM99,1.25,Breast_MB
TMEM9B,1.25,Breast_MB
TMOD1,1.25,Breast_MB
TMPRSS13,1.25,Breast_MB
TMPRSS2,1.25,Breast_MB
TMPRSS6,1.25,Breast_MB
TMSB10,1.25,Breast_MB
TMSB15A,1.25,Breast_MB
TMSB15B,1.25,Breast_MB
TMUB2,1.25,Breast_MB
TNC,1.25,Breast_MB
TNFAIP3,1.25,Breast_MB
TNFAIP6,1.25,Breast_MB
TNFAIP8,1.25,Breast_MB
TNFAIP8L3,1.25,Breast_MB
TNFRSF12A,1.25,Breast_MB
TNFRSF13B,1.25,Breast_MB
TNFRSF17,1.25,Breast_MB
TNFRSF21,1.25,Breast_MB
TNFRSF25,1.25,Breast_MB
TNFRSF4,1.25,Breast_MB
TNFSF10,1.25,Breast_MB
TNFSF12,1.25,Breast_MB
TNFSF13B,1.25,Breast_MB
TNK2,1.25,Breast_MB
TNN,1.25,Breast_MB
TNNI2,1.25,Breast_MB
TNNT1,1.25,Breast_MB
TNRC6A,1.25,Breast_MB
TOB1,1.25,Breast_MB
TOLLIP,1.25,Breast_MB
TOMM40,1.25,Breast_MB
TOMM5,1.25,Breast_MB
TOP3A,1.25,Breast_MB
TOX2,1.25,Breast_MB
TOX3,1.25,Breast_MB
TP53BP2,1.25,Breast_MB
TP53I11,1.25,Breast_MB
TP53I3,1.25,Breast_MB
TP53INP1,1.25,Breast_MB
TP53TG1,1.25,Breast_MB
TP63,1.25,Breast_MB
TPD52,1.25,Breast_MB
TPGS2,1.25,Breast_MB
TPI1,1.25,Breast_MB
TPI1P2,1.25,Breast_MB
TPM2,1.25,Breast_MB
TPM4,1.25,Breast_MB
TPRG1,1.25,Breast_MB
TPRN,1.25,Breast_MB
TPSAB1,1.25,Breast_MB
TPSG1,1.25,Breast_MB
TPST1,1.25,Breast_MB
TPST2,1.25,Breast_MB
TPX2,1.25,Breast_MB
TRAF3IP3,1.25,Breast_MB
TRAF5,1.25,Breast_MB
TRAK1,1.25,Breast_MB
TRAM2,1.25,Breast_MB
TRAPPC13,1.25,Breast_MB
TRAPPC6A,1.25,Breast_MB
TRAPPC9,1.25,Breast_MB
TRERF1,1.25,Breast_MB
TRIM2,1.25,Breast_MB
TRIM22,1.25,Breast_MB
TRIM23,1.25,Breast_MB
TRIM29,1.25,Breast_MB
TRIM3,1.25,Breast_MB
TRIM4,1.25,Breast_MB
TRIM41,1.25,Breast_MB
TRIM45,1.25,Breast_MB
TRIM47,1.25,Breast_MB
TRIM52,1.25,Breast_MB
TRIM8,1.25,Breast_MB
TRIP13,1.25,Breast_MB
TRIP6,1.25,Breast_MB
TROAP,1.25,Breast_MB
TROVE2,1.25,Breast_MB
TRPS1,1.25,Breast_MB
TRPV6,1.25,Breast_MB
TSC2,1.25,Breast_MB
TSC22D3,1.25,Breast_MB
TSG101,1.25,Breast_MB
TSHZ2,1.25,Breast_MB
TSHZ3,1.25,Breast_MB
TSKU,1.25,Breast_MB
TSNAX,1.25,Breast_MB
TSPAN1,1.25,Breast_MB
TSPAN13,1.25,Breast_MB
TSPAN15,1.25,Breast_MB
TSPAN3,1.25,Breast_MB
TSPAN31,1.25,Breast_MB
TSPAN32,1.25,Breast_MB
TSPAN33,1.25,Breast_MB
TSPAN6,1.25,Breast_MB
TSPAN8,1.25,Breast_MB
TSPO,1.25,Breast_MB
TSPY26P,1.25,Breast_MB
TSPYL1,1.25,Breast_MB
TSPYL2,1.25,Breast_MB
TSPYL5,1.25,Breast_MB
TTC14,1.25,Breast_MB
TTC17,1.25,Breast_MB
TTC19,1.25,Breast_MB
TTC23,1.25,Breast_MB
TTC25,1.25,Breast_MB
TTC3,1.25,Breast_MB
TTC37,1.25,Breast_MB
TTC39C,1.25,Breast_MB
TTK,1.25,Breast_MB
TTL,1.25,Breast_MB
TTLL3,1.25,Breast_MB
TTLL4,1.25,Breast_MB
TTYH1,1.25,Breast_MB
TTYH3,1.25,Breast_MB
TUBA1A,1.25,Breast_MB
TUBA1C,1.25,Breast_MB
TUBA3C,1.25,Breast_MB
TUBA3D,1.25,Breast_MB
TUBA3E,1.25,Breast_MB
TUBA4A,1.25,Breast_MB
TUBB,1.25,Breast_MB
TUBB2B,1.25,Breast_MB
TUBB3,1.25,Breast_MB
TUBB6,1.25,Breast_MB
TUBG1,1.25,Breast_MB
TUBG2,1.25,Breast_MB
TULP4,1.25,Breast_MB
TUSC2,1.25,Breast_MB
TUSC3,1.25,Breast_MB
TWIST1,1.25,Breast_MB
TXN,1.25,Breast_MB
TXNDC5,1.25,Breast_MB
TXNRD2,1.25,Breast_MB
TYMS,1.25,Breast_MB
UBA7,1.25,Breast_MB
UBASH3B,1.25,Breast_MB
UBD,1.25,Breast_MB
UBE2C,1.25,Breast_MB
UBE2E2,1.25,Breast_MB
UBE2E3,1.25,Breast_MB
UBE2T,1.25,Breast_MB
UBE3A,1.25,Breast_MB
UBL3,1.25,Breast_MB
UBQLN1,1.25,Breast_MB
UBQLN4,1.25,Breast_MB
UBXN11,1.25,Breast_MB
UBXN6,1.25,Breast_MB
UCHL1,1.25,Breast_MB
UCHL3,1.25,Breast_MB
UCHL5,1.25,Breast_MB
UCK2,1.25,Breast_MB
UCN,1.25,Breast_MB
UGCG,1.25,Breast_MB
UGP2,1.25,Breast_MB
UGT8,1.25,Breast_MB
UHMK1,1.25,Breast_MB
UNC13B,1.25,Breast_MB
UNC13D,1.25,Breast_MB
UNC5A,1.25,Breast_MB
UNC5B,1.25,Breast_MB
UNG,1.25,Breast_MB
UNKL,1.25,Breast_MB
UPF2,1.25,Breast_MB
UPF3B,1.25,Breast_MB
UPP1,1.25,Breast_MB
UQCRB,1.25,Breast_MB
UQCRBP1,1.25,Breast_MB
UQCRC1,1.25,Breast_MB
UQCRH,1.25,Breast_MB
UQCRHL,1.25,Breast_MB
UQCRQ,1.25,Breast_MB
USB1,1.25,Breast_MB
USP1,1.25,Breast_MB
USP14,1.25,Breast_MB
USP6NL,1.25,Breast_MB
USP7,1.25,Breast_MB
UST,1.25,Breast_MB
UTP11L,1.25,Breast_MB
UTP4,1.25,Breast_MB
UVSSA,1.25,Breast_MB
VAMP2,1.25,Breast_MB
VAMP5,1.25,Breast_MB
VASH2,1.25,Breast_MB
VASN,1.25,Breast_MB
VAV3,1.25,Breast_MB
VCAM1,1.25,Breast_MB
VCAN,1.25,Breast_MB
VCL,1.25,Breast_MB
VEZF1,1.25,Breast_MB
VGLL1,1.25,Breast_MB
VIM,1.25,Breast_MB
VIPR1,1.25,Breast_MB
VIPR2,1.25,Breast_MB
VLDLR,1.25,Breast_MB
VPREB3,1.25,Breast_MB
VPS13B,1.25,Breast_MB
VPS28,1.25,Breast_MB
VPS35,1.25,Breast_MB
VPS37C,1.25,Breast_MB
VPS37D,1.25,Breast_MB
VPS52,1.25,Breast_MB
VRK1,1.25,Breast_MB
VRK3,1.25,Breast_MB
VSNL1,1.25,Breast_MB
VTCN1,1.25,Breast_MB
VWA2,1.25,Breast_MB
VWDE,1.25,Breast_MB
WARS,1.25,Breast_MB
WAS,1.25,Breast_MB
WASF3,1.25,Breast_MB
WBP1L,1.25,Breast_MB
WBP5,1.25,Breast_MB
WBSCR27,1.25,Breast_MB
WDR12,1.25,Breast_MB
WDR19,1.25,Breast_MB
WDR24,1.25,Breast_MB
WDR27,1.25,Breast_MB
WDR33,1.25,Breast_MB
WDR4,1.25,Breast_MB
WDR43,1.25,Breast_MB
WDR54,1.25,Breast_MB
WDR6,1.25,Breast_MB
WDR60,1.25,Breast_MB
WDR73,1.25,Breast_MB
WDR75,1.25,Breast_MB
WDR86,1.25,Breast_MB
WDR90,1.25,Breast_MB
WDR91,1.25,Breast_MB
WDR97,1.25,Breast_MB
WFDC1,1.25,Breast_MB
WFS1,1.25,Breast_MB
WHSC1L1,1.25,Breast_MB
WIF1,1.25,Breast_MB
WIPF1,1.25,Breast_MB
WLS,1.25,Breast_MB
WNK4,1.25,Breast_MB
WNT2,1.25,Breast_MB
WNT3,1.25,Breast_MB
WNT5B,1.25,Breast_MB
WNT7B,1.25,Breast_MB
WT1,1.25,Breast_MB
WWOX,1.25,Breast_MB
WWP1,1.25,Breast_MB
WWTR1,1.25,Breast_MB
XAB2,1.25,Breast_MB
XBP1,1.25,Breast_MB
XPC,1.25,Breast_MB
XPNPEP1,1.25,Breast_MB
XRCC6,1.25,Breast_MB
YAF2,1.25,Breast_MB
YAP1,1.25,Breast_MB
YBX1,1.25,Breast_MB
YBX3,1.25,Breast_MB
YBX3P1,1.25,Breast_MB
YEATS2,1.25,Breast_MB
YES1,1.25,Breast_MB
YIPF4,1.25,Breast_MB
YIPF6,1.25,Breast_MB
YME1L1,1.25,Breast_MB
YOD1,1.25,Breast_MB
YPEL3,1.25,Breast_MB
YTHDC2,1.25,Breast_MB
YWHAQ,1.25,Breast_MB
YWHAZ,1.25,Breast_MB
ZADH2,1.25,Breast_MB
ZAP70,1.25,Breast_MB
ZBTB4,1.25,Breast_MB
ZBTB40,1.25,Breast_MB
ZC2HC1A,1.25,Breast_MB
ZCCHC11,1.25,Breast_MB
ZCRB1,1.25,Breast_MB
ZDHHC1,1.25,Breast_MB
ZDHHC11,1.25,Breast_MB
ZFHX3,1.25,Breast_MB
ZFP36,1.25,Breast_MB
ZFP36L1,1.25,Breast_MB
ZFP36L2,1.25,Breast_MB
ZFP37,1.25,Breast_MB
ZFP82,1.25,Breast_MB
ZFYVE19,1.25,Breast_MB
ZG16B,1.25,Breast_MB
ZIC2,1.25,Breast_MB
ZKSCAN1,1.25,Breast_MB
ZMIZ1,1.25,Breast_MB
ZMIZ2,1.25,Breast_MB
ZMYND10,1.25,Breast_MB
ZMYND12,1.25,Breast_MB
ZMYND8,1.25,Breast_MB
ZNF146,1.25,Breast_MB
ZNF148,1.25,Breast_MB
ZNF160,1.25,Breast_MB
ZNF213,1.25,Breast_MB
ZNF22,1.25,Breast_MB
ZNF239,1.25,Breast_MB
ZNF263,1.25,Breast_MB
ZNF264,1.25,Breast_MB
ZNF277,1.25,Breast_MB
ZNF281,1.25,Breast_MB
ZNF285,1.25,Breast_MB
ZNF30,1.25,Breast_MB
ZNF334,1.25,Breast_MB
ZNF385A,1.25,Breast_MB
ZNF385B,1.25,Breast_MB
ZNF385D,1.25,Breast_MB
ZNF395,1.25,Breast_MB
ZNF417,1.25,Breast_MB
ZNF446,1.25,Breast_MB
ZNF462,1.25,Breast_MB
ZNF467,1.25,Breast_MB
ZNF500,1.25,Breast_MB
ZNF518B,1.25,Breast_MB
ZNF521,1.25,Breast_MB
ZNF532,1.25,Breast_MB
ZNF540,1.25,Breast_MB
ZNF541,1.25,Breast_MB
ZNF552,1.25,Breast_MB
ZNF573,1.25,Breast_MB
ZNF580,1.25,Breast_MB
ZNF587,1.25,Breast_MB
ZNF615,1.25,Breast_MB
ZNF683,1.25,Breast_MB
ZNF688,1.25,Breast_MB
ZNF695,1.25,Breast_MB
ZNF700,1.25,Breast_MB
ZNF763,1.25,Breast_MB
ZNF827,1.25,Breast_MB
ZNF83,1.25,Breast_MB
ZNF91,1.25,Breast_MB
ZPR1,1.25,Breast_MB
ZSCAN32,1.25,Breast_MB
ZSWIM4,1.25,Breast_MB
ZW10,1.25,Breast_MB
ZYX,1.25,Breast_MB
A2M,1.25,Breast_TCGA
A2ML1,1.25,Breast_TCGA
AADAT,1.25,Breast_TCGA
AATK,1.25,Breast_TCGA
ABCA10,1.25,Breast_TCGA
ABCA3,1.25,Breast_TCGA
ABCA5,1.25,Breast_TCGA
ABCA6,1.25,Breast_TCGA
ABCA8,1.25,Breast_TCGA
ABCA9,1.25,Breast_TCGA
ABCB1,1.25,Breast_TCGA
ABCC10,1.25,Breast_TCGA
ABCC11,1.25,Breast_TCGA
ABCC4,1.25,Breast_TCGA
ABCC6,1.25,Breast_TCGA
ABCG1,1.25,Breast_TCGA
ABHD12,1.25,Breast_TCGA
ABHD14A,1.25,Breast_TCGA
ABHD14B,1.25,Breast_TCGA
ABHD3,1.25,Breast_TCGA
ABHD6,1.25,Breast_TCGA
ABI3BP,1.25,Breast_TCGA
ABLIM3,1.25,Breast_TCGA
ABTB2,1.25,Breast_TCGA
ACAA1,1.25,Breast_TCGA
ACAA2,1.25,Breast_TCGA
ACADS,1.25,Breast_TCGA
ACADSB,1.25,Breast_TCGA
ACADVL,1.25,Breast_TCGA
ACBD4,1.25,Breast_TCGA
ACBD7,1.25,Breast_TCGA
ACOT9,1.25,Breast_TCGA
ACOX2,1.25,Breast_TCGA
ACSL4,1.25,Breast_TCGA
ACTA2,1.25,Breast_TCGA
ACTG2,1.25,Breast_TCGA
ACTN1,1.25,Breast_TCGA
ACTR3B,1.25,Breast_TCGA
ACTR3C,1.25,Breast_TCGA
ACVR2A,1.25,Breast_TCGA
ADA,1.25,Breast_TCGA
ADAL,1.25,Breast_TCGA
ADAM12,1.25,Breast_TCGA
ADAM17,1.25,Breast_TCGA
ADAM19,1.25,Breast_TCGA
ADAM6,1.25,Breast_TCGA
ADAMTS1,1.25,Breast_TCGA
ADAMTS12,1.25,Breast_TCGA
ADAMTS15,1.25,Breast_TCGA
ADAMTS2,1.25,Breast_TCGA
ADAMTS3,1.25,Breast_TCGA
ADAMTS4,1.25,Breast_TCGA
ADAMTS5,1.25,Breast_TCGA
ADAMTS6,1.25,Breast_TCGA
ADAMTS8,1.25,Breast_TCGA
ADAMTS9,1.25,Breast_TCGA
ADARB1,1.25,Breast_TCGA
ADCY3,1.25,Breast_TCGA
ADCY6,1.25,Breast_TCGA
ADCY7,1.25,Breast_TCGA
ADD3,1.25,Breast_TCGA
ADGRA2,1.25,Breast_TCGA
ADGRA3,1.25,Breast_TCGA
ADGRB1,1.25,Breast_TCGA
ADGRG5,1.25,Breast_TCGA
ADGRG6,1.25,Breast_TCGA
ADGRL2,1.25,Breast_TCGA
ADGRL3,1.25,Breast_TCGA
ADH1C,1.25,Breast_TCGA
ADIRF,1.25,Breast_TCGA
ADORA1,1.25,Breast_TCGA
ADORA2B,1.25,Breast_TCGA
ADPRH,1.25,Breast_TCGA
ADRB1,1.25,Breast_TCGA
ADSSL1,1.25,Breast_TCGA
ADTRP,1.25,Breast_TCGA
AFAP1,1.25,Breast_TCGA
AFF2,1.25,Breast_TCGA
AGAP1,1.25,Breast_TCGA
AGFG2,1.25,Breast_TCGA
AGO4,1.25,Breast_TCGA
AGPAT4,1.25,Breast_TCGA
AGR2,1.25,Breast_TCGA
AGR3,1.25,Breast_TCGA
AGTPBP1,1.25,Breast_TCGA
AIF1L,1.25,Breast_TCGA
AIG1,1.25,Breast_TCGA
AK4,1.25,Breast_TCGA
AK8,1.25,Breast_TCGA
AKAP12,1.25,Breast_TCGA
AKAP13,1.25,Breast_TCGA
AKAP2,1.25,Breast_TCGA
AKAP6,1.25,Breast_TCGA
AKNA,1.25,Breast_TCGA
AKR1B1,1.25,Breast_TCGA
AKT3,1.25,Breast_TCGA
ALAS1,1.25,Breast_TCGA
ALDH1A2,1.25,Breast_TCGA
ALDH1A3,1.25,Breast_TCGA
ALDH1B1,1.25,Breast_TCGA
ALDH1L2,1.25,Breast_TCGA
ALDH3A2,1.25,Breast_TCGA
ALDOA,1.25,Breast_TCGA
ALKBH7,1.25,Breast_TCGA
ALX4,1.25,Breast_TCGA
AMDHD2,1.25,Breast_TCGA
AMER1,1.25,Breast_TCGA
AMH,1.25,Breast_TCGA
AMMECR1,1.25,Breast_TCGA
AMOTL1,1.25,Breast_TCGA
AMPD1,1.25,Breast_TCGA
AMPH,1.25,Breast_TCGA
AMY1A,1.25,Breast_TCGA
ANG,1.25,Breast_TCGA
ANGPTL2,1.25,Breast_TCGA
ANKH,1.25,Breast_TCGA
ANKRA2,1.25,Breast_TCGA
ANKRD11,1.25,Breast_TCGA
ANKRD13B,1.25,Breast_TCGA
ANKRD24,1.25,Breast_TCGA
ANKRD42,1.25,Breast_TCGA
ANKRD45,1.25,Breast_TCGA
ANKRD50,1.25,Breast_TCGA
ANKRD53,1.25,Breast_TCGA
ANKRD6,1.25,Breast_TCGA
ANKS1B,1.25,Breast_TCGA
ANKS6,1.25,Breast_TCGA
ANLN,1.25,Breast_TCGA
ANO1,1.25,Breast_TCGA
ANOS1,1.25,Breast_TCGA
ANP32B,1.25,Breast_TCGA
ANP32E,1.25,Breast_TCGA
ANTXR1,1.25,Breast_TCGA
ANXA1,1.25,Breast_TCGA
ANXA3,1.25,Breast_TCGA
ANXA5,1.25,Breast_TCGA
ANXA8,1.25,Breast_TCGA
ANXA9,1.25,Breast_TCGA
AP1AR,1.25,Breast_TCGA
AP1M2,1.25,Breast_TCGA
APBA1,1.25,Breast_TCGA
APBA2,1.25,Breast_TCGA
APCDD1L,1.25,Breast_TCGA
APEH,1.25,Breast_TCGA
APH1B,1.25,Breast_TCGA
APLF,1.25,Breast_TCGA
APMAP,1.25,Breast_TCGA
APOBR,1.25,Breast_TCGA
APOF,1.25,Breast_TCGA
APOL4,1.25,Breast_TCGA
APOLD1,1.25,Breast_TCGA
AQP11,1.25,Breast_TCGA
AQP6,1.25,Breast_TCGA
AR,1.25,Breast_TCGA
ARAF,1.25,Breast_TCGA
